,ID,Task,Q1Gender,Age,Distance,Trips,Q13CurrentThreatToSelf,Q14FutureThreatToSelf,Q15ThreatToEnvironment,BP,Charity,Consequentiality,Experts,Education,Employment,Survey,Price_B,Performance_B,Emission_B,Performance_A,Emission_A,Price_A,Choice,Income,Order,Task,Consequentiality,Experts,Q6ResearchResponse,Q6Bid,Q7Bid,Q7Bid2,Q7TreatmentResponse,Q7Response2,Timing,Q12CECertainty,Q6ResearchCertainty,Q7TreatmentCertainty,IncomeDummy,av_A,av_B,Bid_Alt
148,37,4,0,63,50,2,3,4,4,0,0,1,3,2,4,6,1,-10,40,0,0,0,1,750,1,4,1,3,1,40,5,10,2,1,473,1,2,2,0,1,1,0
149,38,1,0,21.5,6.5,0,4,4,4,0,2,1,4,4,3,7,1,-50,90,0,0,0,2,2250,1,1,1,4,1,10,5,2,1,0,244,0,0,1,1,1,1,0
150,38,2,0,21.5,6.5,0,4,4,4,0,2,1,4,4,3,7,0.5,-5,40,0,0,0,2,2250,1,2,1,4,1,10,5,2,1,0,244,0,0,1,1,1,1,0
151,38,3,0,21.5,6.5,0,4,4,4,0,2,1,4,4,3,7,1,-5,10,0,0,0,2,2250,1,3,1,4,1,10,5,2,1,0,244,0,0,1,1,1,1,0
152,38,4,0,21.5,6.5,0,4,4,4,0,2,1,4,4,3,7,1,-10,40,0,0,0,2,2250,1,4,1,4,1,10,5,2,1,0,244,0,0,1,1,1,1,0
153,39,1,1,21.5,6.5,3,3,5,4,2,0,2,4,2,3,8,2.5,-10,10,0,0,0,2,250,1,1,2,4,2,50,50,100,2,0,705,1,1,2,0,1,1,0
154,39,2,1,21.5,6.5,3,3,5,4,2,0,2,4,2,3,8,0.5,-5,40,0,0,0,2,250,1,2,2,4,2,50,50,100,2,0,705,1,1,2,0,1,1,0
155,39,3,1,21.5,6.5,3,3,5,4,2,0,2,4,2,3,8,5,-10,90,0,0,0,2,250,1,3,2,4,2,50,50,100,2,0,705,1,1,2,0,1,1,0
156,39,4,1,21.5,6.5,3,3,5,4,2,0,2,4,2,3,8,2.5,-50,10,0,0,0,2,250,1,4,2,4,2,50,50,100,2,0,705,1,1,2,0,1,1,0
157,40,1,1,63,50,1,1,2,4,1,0,0,2,4,6,9,1,-50,90,0,0,0,2,5000,0,1,0,2,1,50,30,60,2,1,542,2,2,2,1,1,1,0
158,40,2,1,63,50,1,1,2,4,1,0,0,2,4,6,9,0.5,-10,10,0,0,0,2,5000,0,2,0,2,1,50,30,60,2,1,542,2,2,2,1,1,1,0
159,40,3,1,63,50,1,1,2,4,1,0,0,2,4,6,9,5,-10,90,0,0,0,2,5000,0,3,0,2,1,50,30,60,2,1,542,2,2,2,1,1,1,0
160,40,4,1,63,50,1,1,2,4,1,0,0,2,4,6,9,2.5,-50,10,0,0,0,1,5000,0,4,0,2,1,50,30,60,2,1,542,2,2,2,1,1,1,0
161,41,1,0,63,50,3,4,4,5,1,0,1,3,4,6,10,5,-5,10,0,0,0,2,5000,0,1,1,3,2,50,40,80,2,1,238,1,2,1,1,1,1,0
162,41,2,0,63,50,3,4,4,5,1,0,1,3,4,6,10,2.5,-5,40,0,0,0,2,5000,0,2,1,3,2,50,40,80,2,1,238,1,2,1,1,1,1,0
163,41,3,0,63,50,3,4,4,5,1,0,1,3,4,6,10,5,-10,90,0,0,0,2,5000,0,3,1,3,2,50,40,80,2,1,238,1,2,1,1,1,1,0
164,41,4,0,63,50,3,4,4,5,1,0,1,3,4,6,10,2.5,-50,10,0,0,0,2,5000,0,4,1,3,2,50,40,80,2,1,238,1,2,1,1,1,1,0
165,42,1,0,63,35,3,4,4,4,1,1,2,4,1,4,9,2.5,-10,10,0,0,0,2,750,0,1,2,4,2,50,30,60,2,1,373,1,2,2,0,1,1,0
166,42,2,0,63,35,3,4,4,4,1,1,2,4,1,4,9,2.5,-5,10,0,0,0,2,750,0,2,2,4,2,50,30,60,2,1,373,1,2,2,0,1,1,0
167,42,3,0,63,35,3,4,4,4,1,1,2,4,1,4,9,5,-10,90,0,0,0,2,750,0,3,2,4,2,50,30,60,2,1,373,1,2,2,0,1,1,0
168,42,4,0,63,35,3,4,4,4,1,1,2,4,1,4,9,2.5,-50,10,0,0,0,2,750,0,4,2,4,2,50,30,60,2,1,373,1,2,2,0,1,1,0
169,43,1,1,47.5,50,1,5,5,5,2,1,2,5,1,1,10,5,-5,10,0,0,0,1,1250,1,1,2,5,2,30,40,80,2,1,389,2,2,2,0,1,1,0
170,43,2,1,47.5,50,1,5,5,5,2,1,2,5,1,1,10,0.5,-5,40,0,0,0,1,1250,1,2,2,5,2,30,40,80,2,1,389,2,2,2,0,1,1,0
171,43,3,1,47.5,50,1,5,5,5,2,1,2,5,1,1,10,2.5,-5,90,0,0,0,1,1250,1,3,2,5,2,30,40,80,2,1,389,2,2,2,0,1,1,0
172,43,4,1,47.5,50,1,5,5,5,2,1,2,5,1,1,10,5,-5,10,0,0,0,1,1250,1,4,2,5,2,30,40,80,2,1,389,2,2,2,0,1,1,0
173,44,1,0,32.5,50,1,3,4,4,0,0,1,3,4,6,9,5,-5,10,0,0,0,2,2750,0,1,1,3,1,40,60,30,1,1,330,1,1,1,1,1,1,0
174,44,2,0,32.5,50,1,3,4,4,0,0,1,3,4,6,9,2.5,-5,40,0,0,0,2,2750,0,2,1,3,1,40,60,30,1,1,330,1,1,1,1,1,1,0
175,44,3,0,32.5,50,1,3,4,4,0,0,1,3,4,6,9,1,-5,10,0,0,0,2,2750,0,3,1,3,1,40,60,30,1,1,330,1,1,1,1,1,1,0
176,44,4,0,32.5,50,1,3,4,4,0,0,1,3,4,6,9,1,-10,40,0,0,0,2,2750,0,4,1,3,1,40,60,30,1,1,330,1,1,1,1,1,1,0
177,45,1,1,47.5,1,1,5,5,5,2,1,2,5,4,6,10,1,-50,90,0,0,0,2,2250,1,1,2,5,2,5,70,140,2,1,255,2,2,2,1,1,1,0
178,45,2,1,47.5,1,1,5,5,5,2,1,2,5,4,6,10,0.5,-5,40,0,0,0,2,2250,1,2,2,5,2,5,70,140,2,1,255,2,2,2,1,1,1,0
179,45,3,1,47.5,1,1,5,5,5,2,1,2,5,4,6,10,1,-5,10,0,0,0,2,2250,1,3,2,5,2,5,70,140,2,1,255,2,2,2,1,1,1,0
180,45,4,1,47.5,1,1,5,5,5,2,1,2,5,4,6,10,0.5,-50,10,0,0,0,2,2250,1,4,2,5,2,5,70,140,2,1,255,2,2,2,1,1,1,0
181,46,1,1,32.5,15.5,2,5,5,5,2,0,2,5,3,1,10,1,-50,90,0,0,0,2,250,1,1,2,5,1,20,30,15,1,0,878,2,1,2,0,1,1,0
182,46,2,1,32.5,15.5,2,5,5,5,2,0,2,5,3,1,10,2.5,-5,10,0,0,0,2,250,1,2,2,5,1,20,30,15,1,0,878,2,1,2,0,1,1,0
183,46,3,1,32.5,15.5,2,5,5,5,2,0,2,5,3,1,10,2.5,-5,90,0,0,0,2,250,1,3,2,5,1,20,30,15,1,0,878,2,1,2,0,1,1,0
184,46,4,1,32.5,15.5,2,5,5,5,2,0,2,5,3,1,10,1,-10,40,0,0,0,2,250,1,4,2,5,1,20,30,15,1,0,878,2,1,2,0,1,1,0
185,47,1,0,32.5,35,1,2,3,4,0,0,1,4,1,4,10,5,-5,10,0,0,0,1,2250,0,1,1,4,1,50,20,40,2,0,677,1,2,1,1,1,1,0
186,47,2,0,32.5,35,1,2,3,4,0,0,1,4,1,4,10,0.5,-5,40,0,0,0,1,2250,0,2,1,4,1,50,20,40,2,0,677,1,2,1,1,1,1,0
187,47,3,0,32.5,35,1,2,3,4,0,0,1,4,1,4,10,1,-5,10,0,0,0,2,2250,0,3,1,4,1,50,20,40,2,0,677,1,2,1,1,1,1,0
188,47,4,0,32.5,35,1,2,3,4,0,0,1,4,1,4,10,1,-10,40,0,0,0,2,2250,0,4,1,4,1,50,20,40,2,0,677,1,2,1,1,1,1,0
189,48,1,1,32.5,50,0,4,5,5,1,1,1,4,3,6,9,5,-50,40,0,0,0,1,1250,1,1,1,4,2,50,5,10,2,1,738,1,1,2,0,1,1,0
190,48,2,1,32.5,50,0,4,5,5,1,1,1,4,3,6,9,0.5,-5,40,0,0,0,2,1250,1,2,1,4,2,50,5,10,2,1,738,1,1,2,0,1,1,0
191,48,3,1,32.5,50,0,4,5,5,1,1,1,4,3,6,9,5,-10,90,0,0,0,1,1250,1,3,1,4,2,50,5,10,2,1,738,1,1,2,0,1,1,0
192,48,4,1,32.5,50,0,4,5,5,1,1,1,4,3,6,9,1,-10,40,0,0,0,2,1250,1,4,1,4,2,50,5,10,2,1,738,1,1,2,0,1,1,0
193,49,1,0,32.5,50,0,3,4,4,0,1,1,3,2,4,10,5,-5,10,0,0,0,1,250,0,1,1,3,2,50,50,100,2,0,565,0,0,0,0,1,1,0
194,49,2,0,32.5,50,0,3,4,4,0,1,1,3,2,4,10,2.5,-5,40,0,0,0,2,250,0,2,1,3,2,50,50,100,2,0,565,0,0,0,0,1,1,0
195,49,3,0,32.5,50,0,3,4,4,0,1,1,3,2,4,10,5,-10,90,0,0,0,2,250,0,3,1,3,2,50,50,100,2,0,565,0,0,0,0,1,1,0
196,49,4,0,32.5,50,0,3,4,4,0,1,1,3,2,4,10,0.5,-50,10,0,0,0,2,250,0,4,1,3,2,50,50,100,2,0,565,0,0,0,0,1,1,0
197,50,1,1,47.5,15.5,3,4,4,5,2,1,2,5,3,6,10,2.5,-10,10,0,0,0,2,4500,0,1,2,5,2,70,60,120,2,1,396,2,2,2,1,1,1,0
198,50,2,1,47.5,15.5,3,4,4,5,2,1,2,5,3,6,10,0.5,-5,40,0,0,0,2,4500,0,2,2,5,2,70,60,120,2,1,396,2,2,2,1,1,1,0
199,50,3,1,47.5,15.5,3,4,4,5,2,1,2,5,3,6,10,5,-10,90,0,0,0,2,4500,0,3,2,5,2,70,60,120,2,1,396,2,2,2,1,1,1,0
200,50,4,1,47.5,15.5,3,4,4,5,2,1,2,5,3,6,10,1,-10,40,0,0,0,2,4500,0,4,2,5,2,70,60,120,2,1,396,2,2,2,1,1,1,0
201,51,1,0,32.5,6.5,1,5,5,5,0,1,0,5,1,6,10,1,-50,90,0,0,0,1,1750,0,1,0,5,2,10,5,10,2,1,218,2,2,2,0,1,1,0
202,51,2,0,32.5,6.5,1,5,5,5,0,1,0,5,1,6,10,2.5,-5,40,0,0,0,1,1750,0,2,0,5,2,10,5,10,2,1,218,2,2,2,0,1,1,0
203,51,3,0,32.5,6.5,1,5,5,5,0,1,0,5,1,6,10,5,-10,90,0,0,0,1,1750,0,3,0,5,2,10,5,10,2,1,218,2,2,2,0,1,1,0
204,51,4,0,32.5,6.5,1,5,5,5,0,1,0,5,1,6,10,2.5,-50,10,0,0,0,2,1750,0,4,0,5,2,10,5,10,2,1,218,2,2,2,0,1,1,0
205,52,1,1,32.5,15.5,2,3,4,3,1,2,2,3,3,6,6,5,-5,10,0,0,0,1,1750,0,1,2,3,1,30,50,25,1,1,425,0,0,0,0,1,1,0
206,52,2,1,32.5,15.5,2,3,4,3,1,2,2,3,3,6,6,0.5,-5,40,0,0,0,2,1750,0,2,2,3,1,30,50,25,1,1,425,0,0,0,0,1,1,0
207,52,3,1,32.5,15.5,2,3,4,3,1,2,2,3,3,6,6,5,-10,90,0,0,0,1,1750,0,3,2,3,1,30,50,25,1,1,425,0,0,0,0,1,1,0
208,52,4,1,32.5,15.5,2,3,4,3,1,2,2,3,3,6,6,0.5,-50,10,0,0,0,2,1750,0,4,2,3,1,30,50,25,1,1,425,0,0,0,0,1,1,0
209,53,1,0,21.5,50,1,4,4,3,0,0,1,4,2,3,8,5,-50,40,0,0,0,1,1750,1,1,1,4,1,20,60,120,2,1,176,1,0,1,0,1,1,0
210,53,2,0,21.5,50,1,4,4,3,0,0,1,4,2,3,8,2.5,-5,40,0,0,0,1,1750,1,2,1,4,1,20,60,120,2,1,176,1,0,1,0,1,1,0
211,53,3,0,21.5,50,1,4,4,3,0,0,1,4,2,3,8,2.5,-5,90,0,0,0,2,1750,1,3,1,4,1,20,60,120,2,1,176,1,0,1,0,1,1,0
212,53,4,0,21.5,50,1,4,4,3,0,0,1,4,2,3,8,2.5,-50,10,0,0,0,2,1750,1,4,1,4,1,20,60,120,2,1,176,1,0,1,0,1,1,0
213,54,1,1,32.5,6.5,3,3,3,2,1,1,1,3,3,6,8,1,-50,90,0,0,0,1,1750,0,1,1,3,2,20,5,10,2,1,201,1,2,2,0,1,1,0
214,54,2,1,32.5,6.5,3,3,3,2,1,1,1,3,3,6,8,0.5,-5,40,0,0,0,1,1750,0,2,1,3,2,20,5,10,2,1,201,1,2,2,0,1,1,0
215,54,3,1,32.5,6.5,3,3,3,2,1,1,1,3,3,6,8,2.5,-5,90,0,0,0,1,1750,0,3,1,3,2,20,5,10,2,1,201,1,2,2,0,1,1,0
216,54,4,1,32.5,6.5,3,3,3,2,1,1,1,3,3,6,8,2.5,-50,10,0,0,0,2,1750,0,4,1,3,2,20,5,10,2,1,201,1,2,2,0,1,1,0
217,55,1,1,32.5,35,1,1,2,4,0,0,0,2,1,1,10,5,-5,10,0,0,0,1,250,0,1,0,2,1,70,30,15,1,0,272,2,2,2,0,1,1,0
218,55,2,1,32.5,35,1,1,2,4,0,0,0,2,1,1,10,2.5,-5,40,0,0,0,1,250,0,2,0,2,1,70,30,15,1,0,272,2,2,2,0,1,1,0
219,55,3,1,32.5,35,1,1,2,4,0,0,0,2,1,1,10,1,-5,10,0,0,0,1,250,0,3,0,2,1,70,30,15,1,0,272,2,2,2,0,1,1,0
220,55,4,1,32.5,35,1,1,2,4,0,0,0,2,1,1,10,2.5,-50,10,0,0,0,1,250,0,4,0,2,1,70,30,15,1,0,272,2,2,2,0,1,1,0
221,56,1,0,21.5,35,1,5,2,4,2,1,2,4,2,4,10,1,-50,90,0,0,0,1,250,1,1,2,4,2,60,60,120,2,0,346,2,1,1,0,1,1,0
222,56,2,0,21.5,35,1,5,2,4,2,1,2,4,2,4,10,2.5,-5,10,0,0,0,1,250,1,2,2,4,2,60,60,120,2,0,346,2,1,1,0,1,1,0
223,56,3,0,21.5,35,1,5,2,4,2,1,2,4,2,4,10,5,-10,90,0,0,0,1,250,1,3,2,4,2,60,60,120,2,0,346,2,1,1,0,1,1,0
224,56,4,0,21.5,35,1,5,2,4,2,1,2,4,2,4,10,1,-10,40,0,0,0,1,250,1,4,2,4,2,60,60,120,2,0,346,2,1,1,0,1,1,0
225,57,1,0,47.5,6.5,3,3,3,4,1,1,1,3,1,6,10,5,-50,40,0,0,0,2,750,1,1,1,3,2,30,70,140,2,0,296,1,1,1,0,1,1,0
226,57,2,0,47.5,6.5,3,3,3,4,1,1,1,3,1,6,10,0.5,-5,40,0,0,0,2,750,1,2,1,3,2,30,70,140,2,0,296,1,1,1,0,1,1,0
227,57,3,0,47.5,6.5,3,3,3,4,1,1,1,3,1,6,10,1,-5,10,0,0,0,1,750,1,3,1,3,2,30,70,140,2,0,296,1,1,1,0,1,1,0
228,57,4,0,47.5,6.5,3,3,3,4,1,1,1,3,1,6,10,0.5,-50,10,0,0,0,1,750,1,4,1,3,2,30,70,140,2,0,296,1,1,1,0,1,1,0
229,58,1,0,21.5,35,1,3,3,4,1,0,1,4,2,3,10,5,-5,10,0,0,0,2,1250,1,1,1,4,2,5,5,10,2,1,255,2,1,1,0,1,1,0
230,58,2,0,21.5,35,1,3,3,4,1,0,1,4,2,3,10,2.5,-5,10,0,0,0,2,1250,1,2,1,4,2,5,5,10,2,1,255,2,1,1,0,1,1,0
231,58,3,0,21.5,35,1,3,3,4,1,0,1,4,2,3,10,5,-10,90,0,0,0,2,1250,1,3,1,4,2,5,5,10,2,1,255,2,1,1,0,1,1,0
232,58,4,0,21.5,35,1,3,3,4,1,0,1,4,2,3,10,5,-5,10,0,0,0,2,1250,1,4,1,4,2,5,5,10,2,1,255,2,1,1,0,1,1,0
233,59,1,1,63,1,1,5,5,5,2,1,2,5,0,2,10,1,-50,90,0,0,0,2,750,1,1,2,5,1,30,20,10,1,0,548,2,2,2,0,1,1,0
234,59,2,1,63,1,1,5,5,5,2,1,2,5,0,2,10,0.5,-5,40,0,0,0,2,750,1,2,2,5,1,30,20,10,1,0,548,2,2,2,0,1,1,0
235,59,3,1,63,1,1,5,5,5,2,1,2,5,0,2,10,5,-10,90,0,0,0,2,750,1,3,2,5,1,30,20,10,1,0,548,2,2,2,0,1,1,0
236,59,4,1,63,1,1,5,5,5,2,1,2,5,0,2,10,2.5,-50,10,0,0,0,2,750,1,4,2,5,1,30,20,10,1,0,548,2,2,2,0,1,1,0
237,60,1,1,47.5,15.5,3,5,5,5,1,0,2,5,1,6,7,5,-50,40,0,0,0,1,2750,1,1,2,5,2,5,30,15,1,0,377,1,1,1,1,1,1,0
238,60,2,1,47.5,15.5,3,5,5,5,1,0,2,5,1,6,7,2.5,-5,40,0,0,0,1,2750,1,2,2,5,2,5,30,15,1,0,377,1,1,1,1,1,1,0
239,60,3,1,47.5,15.5,3,5,5,5,1,0,2,5,1,6,7,5,-10,90,0,0,0,1,2750,1,3,2,5,2,5,30,15,1,0,377,1,1,1,1,1,1,0
240,60,4,1,47.5,15.5,3,5,5,5,1,0,2,5,1,6,7,1,-10,40,0,0,0,1,2750,1,4,2,5,2,5,30,15,1,0,377,1,1,1,1,1,1,0
241,61,1,0,21.5,35,1,2,4,5,0,0,2,4,3,3,8,5,-5,10,0,0,0,2,2250,1,1,2,4,1,70,60,30,1,0,302,1,1,1,1,1,1,0
242,61,2,0,21.5,35,1,2,4,5,0,0,2,4,3,3,8,2.5,-5,40,0,0,0,2,2250,1,2,2,4,1,70,60,30,1,0,302,1,1,1,1,1,1,0
243,61,3,0,21.5,35,1,2,4,5,0,0,2,4,3,3,8,1,-5,10,0,0,0,2,2250,1,3,2,4,1,70,60,30,1,0,302,1,1,1,1,1,1,0
244,61,4,0,21.5,35,1,2,4,5,0,0,2,4,3,3,8,0.5,-50,10,0,0,0,1,2250,1,4,2,4,1,70,60,30,1,0,302,1,1,1,1,1,1,0
245,62,1,0,63,50,0,3,4,5,1,2,1,5,3,2,8,5,-5,10,0,0,0,1,750,1,1,1,5,1,50,70,140,2,0,418,2,2,1,0,1,1,0
246,62,2,0,63,50,0,3,4,5,1,2,1,5,3,2,8,0.5,-5,40,0,0,0,1,750,1,2,1,5,1,50,70,140,2,0,418,2,2,1,0,1,1,0
247,62,3,0,63,50,0,3,4,5,1,2,1,5,3,2,8,2.5,-5,90,0,0,0,2,750,1,3,1,5,1,50,70,140,2,0,418,2,2,1,0,1,1,0
248,62,4,0,63,50,0,3,4,5,1,2,1,5,3,2,8,2.5,-50,10,0,0,0,1,750,1,4,1,5,1,50,70,140,2,0,418,2,2,1,0,1,1,0
249,63,1,0,63,50,2,4,4,4,1,1,2,4,3,0,10,5,-5,10,0,0,0,2,2250,1,1,2,4,2,40,20,40,2,1,1393,1,1,2,1,1,1,0
250,63,2,0,63,50,2,4,4,4,1,1,2,4,3,0,10,2.5,-5,10,0,0,0,2,2250,1,2,2,4,2,40,20,40,2,1,1393,1,1,2,1,1,1,0
251,63,3,0,63,50,2,4,4,4,1,1,2,4,3,0,10,1,-5,10,0,0,0,2,2250,1,3,2,4,2,40,20,40,2,1,1393,1,1,2,1,1,1,0
252,63,4,0,63,50,2,4,4,4,1,1,2,4,3,0,10,1,-10,40,0,0,0,2,2250,1,4,2,4,2,40,20,40,2,1,1393,1,1,2,1,1,1,0
253,64,1,1,47.5,50,1,3,5,5,0,0,2,5,0,6,10,1,-50,90,0,0,0,2,1250,0,1,2,5,2,10,5,10,2,1,896,2,2,2,0,1,1,0
254,64,2,1,47.5,50,1,3,5,5,0,0,2,5,0,6,10,2.5,-5,40,0,0,0,2,1250,0,2,2,5,2,10,5,10,2,1,896,2,2,2,0,1,1,0
255,64,3,1,47.5,50,1,3,5,5,0,0,2,5,0,6,10,0.5,-5,90,0,0,0,2,1250,0,3,2,5,2,10,5,10,2,1,896,2,2,2,0,1,1,0
256,64,4,1,47.5,50,1,3,5,5,0,0,2,5,0,6,10,5,-5,10,0,0,0,2,1250,0,4,2,5,2,10,5,10,2,1,896,2,2,2,0,1,1,0
257,65,1,0,32.5,6.5,1,4,4,4,0,2,0,3,1,6,8,1,-50,90,0,0,0,1,750,0,1,0,3,1,20,50,25,1,0,218,1,2,2,0,1,1,0
258,65,2,0,32.5,6.5,1,4,4,4,0,2,0,3,1,6,8,2.5,-5,40,0,0,0,1,750,0,2,0,3,1,20,50,25,1,0,218,1,2,2,0,1,1,0
259,65,3,0,32.5,6.5,1,4,4,4,0,2,0,3,1,6,8,5,-10,90,0,0,0,1,750,0,3,0,3,1,20,50,25,1,0,218,1,2,2,0,1,1,0
260,65,4,0,32.5,6.5,1,4,4,4,0,2,0,3,1,6,8,1,-10,40,0,0,0,1,750,0,4,0,3,1,20,50,25,1,0,218,1,2,2,0,1,1,0
261,66,1,1,47.5,50,1,3,5,3,1,0,0,3,1,6,10,2.5,-10,10,0,0,0,2,2250,1,1,0,3,2,5,20,10,1,1,231,2,1,0,1,1,1,0
262,66,2,1,47.5,50,1,3,5,3,1,0,0,3,1,6,10,0.5,-5,40,0,0,0,2,2250,1,2,0,3,2,5,20,10,1,1,231,2,1,0,1,1,1,0
263,66,3,1,47.5,50,1,3,5,3,1,0,0,3,1,6,10,1,-5,10,0,0,0,2,2250,1,3,0,3,2,5,20,10,1,1,231,2,1,0,1,1,1,0
264,66,4,1,47.5,50,1,3,5,3,1,0,0,3,1,6,10,2.5,-50,10,0,0,0,2,2250,1,4,0,3,2,5,20,10,1,1,231,2,1,0,1,1,1,0
265,67,1,0,47.5,1,3,3,3,3,2,0,2,3,3,6,10,5,-50,40,0,0,0,2,5000,1,1,2,3,2,50,30,60,2,1,334,1,1,1,1,1,1,0
266,67,2,0,47.5,1,3,3,3,3,2,0,2,3,3,6,10,0.5,-10,10,0,0,0,2,5000,1,2,2,3,2,50,30,60,2,1,334,1,1,1,1,1,1,0
267,67,3,0,47.5,1,3,3,3,3,2,0,2,3,3,6,10,0.5,-5,90,0,0,0,2,5000,1,3,2,3,2,50,30,60,2,1,334,1,1,1,1,1,1,0
268,67,4,0,47.5,1,3,3,3,3,2,0,2,3,3,6,10,1,-10,40,0,0,0,2,5000,1,4,2,3,2,50,30,60,2,1,334,1,1,1,1,1,1,0
269,68,1,0,47.5,15.5,3,3,3,3,1,0,1,3,3,6,8,1,-50,90,0,0,0,1,2250,1,1,1,3,1,70,50,25,1,1,258,2,1,2,1,1,1,0
270,68,2,0,47.5,15.5,3,3,3,3,1,0,1,3,3,6,8,0.5,-10,10,0,0,0,1,2250,1,2,1,3,1,70,50,25,1,1,258,2,1,2,1,1,1,0
271,68,3,0,47.5,15.5,3,3,3,3,1,0,1,3,3,6,8,2.5,-5,90,0,0,0,1,2250,1,3,1,3,1,70,50,25,1,1,258,2,1,2,1,1,1,0
272,68,4,0,47.5,15.5,3,3,3,3,1,0,1,3,3,6,8,5,-5,10,0,0,0,1,2250,1,4,1,3,1,70,50,25,1,1,258,2,1,2,1,1,1,0
273,69,1,0,32.5,15.5,1,3,3,4,1,0,2,3,3,6,10,5,-5,10,0,0,0,1,2250,0,1,2,3,1,30,5,2,1,1,136,1,1,1,1,1,1,0
274,69,2,0,32.5,15.5,1,3,3,4,1,0,2,3,3,6,10,2.5,-5,40,0,0,0,1,2250,0,2,2,3,1,30,5,2,1,1,136,1,1,1,1,1,1,0
275,69,3,0,32.5,15.5,1,3,3,4,1,0,2,3,3,6,10,1,-5,10,0,0,0,1,2250,0,3,2,3,1,30,5,2,1,1,136,1,1,1,1,1,1,0
276,69,4,0,32.5,15.5,1,3,3,4,1,0,2,3,3,6,10,5,-5,10,0,0,0,1,2250,0,4,2,3,1,30,5,2,1,1,136,1,1,1,1,1,1,0
277,70,1,1,21.5,35,1,2,4,5,1,0,2,3,2,3,10,5,-5,10,0,0,0,2,250,0,1,2,3,2,10,30,60,2,1,139,2,0,1,0,1,1,0
278,70,2,1,21.5,35,1,2,4,5,1,0,2,3,2,3,10,0.5,-5,40,0,0,0,2,250,0,2,2,3,2,10,30,60,2,1,139,2,0,1,0,1,1,0
279,70,3,1,21.5,35,1,2,4,5,1,0,2,3,2,3,10,1,-5,10,0,0,0,1,250,0,3,2,3,2,10,30,60,2,1,139,2,0,1,0,1,1,0
280,70,4,1,21.5,35,1,2,4,5,1,0,2,3,2,3,10,2.5,-50,10,0,0,0,2,250,0,4,2,3,2,10,30,60,2,1,139,2,0,1,0,1,1,0
281,71,1,1,47.5,15.5,3,3,3,3,0,0,0,3,3,6,10,5,-5,10,0,0,0,1,4500,1,1,0,3,1,60,40,20,1,0,189,2,2,2,1,1,1,0
282,71,2,1,47.5,15.5,3,3,3,3,0,0,0,3,3,6,10,0.5,-5,40,0,0,0,1,4500,1,2,0,3,1,60,40,20,1,0,189,2,2,2,1,1,1,0
283,71,3,1,47.5,15.5,3,3,3,3,0,0,0,3,3,6,10,0.5,-5,90,0,0,0,1,4500,1,3,0,3,1,60,40,20,1,0,189,2,2,2,1,1,1,0
284,71,4,1,47.5,15.5,3,3,3,3,0,0,0,3,3,6,10,2.5,-50,10,0,0,0,1,4500,1,4,0,3,1,60,40,20,1,0,189,2,2,2,1,1,1,0
285,72,1,1,63,15.5,2,4,5,5,1,0,0,3,4,6,9,1,-50,90,0,0,0,2,5000,0,1,0,3,1,70,40,20,1,1,335,1,1,0,1,1,1,0
286,72,2,1,63,15.5,2,4,5,5,1,0,0,3,4,6,9,2.5,-5,40,0,0,0,2,5000,0,2,0,3,1,70,40,20,1,1,335,1,1,0,1,1,1,0
287,72,3,1,63,15.5,2,4,5,5,1,0,0,3,4,6,9,0.5,-5,90,0,0,0,2,5000,0,3,0,3,1,70,40,20,1,1,335,1,1,0,1,1,1,0
288,72,4,1,63,15.5,2,4,5,5,1,0,0,3,4,6,9,2.5,-50,10,0,0,0,2,5000,0,4,0,3,1,70,40,20,1,1,335,1,1,0,1,1,1,0
289,73,1,0,32.5,50,1,3,4,5,2,0,2,4,3,6,10,2.5,-10,10,0,0,0,2,1250,0,1,2,4,2,5,50,100,2,0,246,1,1,1,0,1,1,0
290,73,2,0,32.5,50,1,3,4,5,2,0,2,4,3,6,10,0.5,-5,40,0,0,0,2,1250,0,2,2,4,2,5,50,100,2,0,246,1,1,1,0,1,1,0
291,73,3,0,32.5,50,1,3,4,5,2,0,2,4,3,6,10,1,-5,10,0,0,0,2,1250,0,3,2,4,2,5,50,100,2,0,246,1,1,1,0,1,1,0
292,73,4,0,32.5,50,1,3,4,5,2,0,2,4,3,6,10,2.5,-50,10,0,0,0,2,1250,0,4,2,4,2,5,50,100,2,0,246,1,1,1,0,1,1,0
293,74,1,1,47.5,6.5,3,4,4,4,2,0,2,4,2,6,10,5,-5,10,0,0,0,1,1750,0,1,2,4,2,5,50,100,2,1,298,1,1,1,0,1,1,0
294,74,2,1,47.5,6.5,3,4,4,4,2,0,2,4,2,6,10,2.5,-5,40,0,0,0,1,1750,0,2,2,4,2,5,50,100,2,1,298,1,1,1,0,1,1,0
295,74,3,1,47.5,6.5,3,4,4,4,2,0,2,4,2,6,10,2.5,-5,90,0,0,0,1,1750,0,3,2,4,2,5,50,100,2,1,298,1,1,1,0,1,1,0
296,74,4,1,47.5,6.5,3,4,4,4,2,0,2,4,2,6,10,2.5,-50,10,0,0,0,1,1750,0,4,2,4,2,5,50,100,2,1,298,1,1,1,0,1,1,0
297,75,1,1,63,1,3,3,4,5,1,1,0,5,3,6,10,2.5,-10,10,0,0,0,2,3500,0,1,0,5,2,60,5,10,2,1,549,2,2,2,1,1,1,0
